Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
København;Absalonsgade 12 og Istedgade 72-74;Skydemuren;1982;1887;Historicism;Skydemuren, der danner den sydlige afgrænsning af skydebanehaven (1887 af Ludvig Knudsen). Fredet 1982.;Absalonsgade 12 og Istedgade 72-74, København, Danmark;;
København;Ahornsgade 15-19;Ahornsgade 15-19;1998;1886;Historicism;Forhus, sidehus og værkstedbygning (opført 1886 af murermester T. Wilde) samt den brostensbelagte gårdsplads. Fredet 1998.;Ahornsgade 15-19, København, Danmark;55,6919267;12,5597310
København;Amaliegade 33;Danmarks Rederiforening;2001;1920;Historicism;Forhuset og sidehuset (1920-23 af Emanuel Monberg). Fredet 2001.*;Amaliegade 33, København, Danmark;55,6866090;12,5951100
København;Amaliegade 38;Det Classenske Bibliotek;1918;1792;Classicism;"Forhuset (nr. 38 opf. 1792 af Peter Hersleb Classen antagelig under medvirken af Andreas Kirkerup;). Fredet 1918.*";Amaliegade 38, København, Danmark;55,6859740;12,5950730
København;Amaliegade 40-42;Jan v;1951;1869;Historicism;Ostens Gård. Amaliegade 40 samt det med nordre forhus sammenbyggede sidehus med samme gesimshøjde som forhuset. Endvidere de enetages længer med mandsardtag syd og øst for gårdspladsen. Desuden Amaliegade 42: Forhuset med sidehuset med samme gesimshøjde som forhuset samt den lave bagbygning med de to vognporte. Hertil kommer baghuset Amaliegade 40 A (1869-70 af Vilhelm Tvede) samt murstykket, der forbinder forhus og baghus på Amaliegade 42, gitter, murpiller og belægningen mellem matr. Nr. 130 og De Engelske Rækkehuse i Toldbodgade, samt brostensbelægningen i gårdrummet bag Amaliegade 40, matr.nr.129 og 130 Sankt Annæ Øster Kvarter, Københavns Kommune. Fredet 1951.* Udvidet 2008.*;Amaliegade 40-42, København, Danmark;55,6856567;12,5945742
København;Arendalsgade 6/ Classensgade 60;Classens Have;2003;1925;Historicism;"Haveanlægget ""Classens Have"" (1925 af stadsgartner Valdemar Fabricius Hansen). Fredet 2003.";Arendalsgade 6/ Classensgade 60, København, Danmark;;
København;Artillerivej 73 B;Den tidl;2014;1917;Historicism;Ballonhangar. Ballonhangaren (1917) med alle udvendige støttestolper og de to oprindelige sidebygninger mod sydøst og nordvest. Fredet 2014*;Artillerivej 73 B, København, Danmark;55,6610710;12,5784400
København;August Bournonvilles Passage 1 (tidl;Tordenskjoldsgade 1);1995;1856;Historicism;Brønnums Hus. Forhuset, sidehuset samt baghuset (1856-66 af Ferdinand Vilhelm Jensen). Fredet 1995.;August Bournonvilles Passage 1 (tidl, København, Danmark;;
København;August Bournonvilles Passage 5 (tidl;Tordenskjoldsgade 5);1995;1929;Historicism;Stærekassen. Det Kongelige Teaters Nye Scene (1929-32 af Holger Jacobsen). Fredet 1995.;August Bournonvilles Passage 5 (tidl, København, Danmark;;
København;Axeltorv 12 og Studiestræde 54;Københavns Vandværk;2010;1859;Historicism;Københavns gamle Vandværk, bestående af maskinhus, kedelhus, kulhus, kontorbygning mod Studiestræde, porthus, skorsten samt de three boligbygninger, den brolagte belægning, gitterhegnet, der afgrænser Pumpehusets forplads, og plankeværket mod Hammerichsgade (1859 med senere ombygninger af arkitekt N.S. Nebelong, vandinspektør L.A. Colding og Ludvig Fenger). Fredet 2010.;Axeltorv 12 og Studiestræde 54, København, Danmark;;
København;Bakkevej 1-51 og 2-52;Bakkehusene, Bakkevej;1981;1921;Historicism;De to husrækker med tilhørende haver og hegnsmure (1921-22 af Thorkild Henningsen og Ivar Bentsen). Fredet 1981.*;Bakkevej 1-51 og 2-52, København, Danmark;;
København;Banegårdspladsen 4;Hotel Astoria;2016;1935;Historicism;Hotelbygningen med arealet under de udkragede etager (1935 af Ole Falkentorp). Fredet 2016 *;Banegårdspladsen 4, København, Danmark;55,6733800;12,5631740
København;Bernstorffsgade 10-22;Københavns Hovedbanegård;1983;1904;Historicism;Banegårdskomplekset bestående af vestibulen, hovedhallen, de seks perronhaller, de to fløje mod Bernstorffsgade (1904-11 af Heinrich Wenck) samt forlængelsen af sydfløjen mod Bernstorffsgade (1922-25 af Heinrich Wenck). Fredet 1983. Præc. 2008.;Bernstorffsgade 10-22, København, Danmark;55,6717103;12,5678213
København;Bispebjerg Bakke 21-23;Bispebjerg Hospital;2010;1908;Historicism;De oprindelige bygninger til Bispebjerg Hospital (1908-1913, arkitekt Martin Nyrop og landskabsgartner Edvard Glæsel) bestående af administrationsbygning, de seks pavillonbygninger, de to operationsbygninger samt forbindelsesbygningerne mellem operationsbygningerne og de fire sydligste pavilloner, badebygningen, tre portbygninger med tilhørende udhuse og mure, kapel og lighus, køkkenbygning, vaskeribygning, maskin- og kedelhus med fritstående skorsten og muren omkring denne, sygeplejerskebygning og funktionærbygning, desuden tunnelerne i det aksefaste anlæg, have-anlæggene med og uden mure omkring de seks pavillonbygninger, trappeanlægget i hospitalets akse, vejforløbet gennem de to buer i forbindelsesbygningerne kaldet 2. Tværvej, vejforløbet fra østre til vestre portbygning kaldet 3. Tværvej, de to nord-sydgående alléer: Østre Længdevej fra nordre portbygning til 1. Tværvej og Vestre Længdevej mellem 1. Tværvej og 5. Tværvej, de to cykelskure ved administrationsbygningen samt overalt oprindelige mure og murpiller. Fredet 2010. Udvidet 2013.;Bispebjerg Bakke 21-23, København, Danmark;55,7112909;12,5409005
København;Blågårds Plads;Blågårds Plads;1998;1913;Historicism;Den forsænkede plads med trapper, brystværn, skulpturer og talerstol samt den omgivende grusgang med lindetræer og pissoiret (1913-15 af Ivar Bentsen og Kai Nielsen). Fredet 1998.;Blågårds Plads, København, Danmark;55,6864038;12,5570596
København;Borgergade 111;Søetatens Pigeskole;1992;1858;Historicism;Den firefløjede tidl. skolebygning, murene ud mod Borgergade og Gernersgade, den tidl. portnerloge samt den tidl. funktionærbolig (1858 af Bernhard Seidelin). Fredet 1992.*;Borgergade 111, København, Danmark;55,6880380;12,5884550
København;Borgergade 140;Borgergade 140;1984;1854;Historicism;Hjørnebygningen (1854 muligvis af P.C. Hagemann). Fredet 1984.*;Borgergade 140, København, Danmark;55,6872790;12,5884430
København;Borgergade 144;Borgergade 144;1978;1854;Historicism;Hjørnebygningen (1854 muligvis af P.C. Hagemann). Fredet 1978.*;Borgergade 144, København, Danmark;55,6876230;12,5887440
København;Borups Allé 5-23;Hornbækhus;1983;1923;Historicism;Karrébebyggelsen på Borups Allé 2-23, Hornbækgade 2-10, Skotterupgade 13-19 og Ågade 116-134, (1923 af Kay Fisker) med tilhørende indre friarealer (G.N. Brandt). Fredet 1983.*;Borups Allé 5-23, København, Danmark;55,6986023;12,5235528
København;Bredgade 24 og Sankt Annæ Plads 2;Bredgade 24 og Sankt Annæ Plads 2;1987;1855;Historicism;Hjørnehuset med sidehus (1855 af N.S. Nebelong). Fredet 1987.*;Bredgade 24 og Sankt Annæ Plads 2, København, Danmark;;
København;Bredgade 4 og Store Strandstræde 3;Grandjeans Gaard;1959;1853;Historicism;Forhuset mod Bredgade og Store Strandstræde (1853-54 af Christian Tybjerg). Fredet 1959.*;Bredgade 4 og Store Strandstræde 3, København, Danmark;;
København;Bredgade 51;Bredgade 51;1984;1880;Historicism;Forhuset mod Bredgade og Frederiksgade med udbygningen mod vest, muren med port omkring gården mod Frederiksgade samt støbejernsgitret ved sydgavlen (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Bredgade 51, København, Danmark;55,6850630;12,5906930
København;Bredgade 53;Aleksander Nevskij Kirke;1981;1881;Historicism;Kirkebygningen (1881-83 af David Ivanovitch Grimm). Fredet 1981.*;Bredgade 53, København, Danmark;55,6852380;12,5908450
København;Bredgade 63 og 63 A;Bredgade 63 og 63 A;1988;1886;Historicism;Forhus, to sidehuse og baghus (1886 af Ferdinand Vilhelm Jensen). Fredet 1988.*;Bredgade 63 og 63 A, København, Danmark;;
København;Bredgade 65 og 65 A;Bredgade 65 og 65 A;1989;1886;Historicism;Forhus, to sidehuse (Bredgade 65) samt baghus (Bredgade 65 A) (1886 af Ferdinand Vilhelm Jensen). Fredet 1989.*;Bredgade 65 og 65 A, København, Danmark;;
København;Bredgade 71;Bredgade 71;1987;1853;Historicism;Forhus med side- og baghus (1853). Fredet 1987.*;Bredgade 71, København, Danmark;55,6869410;12,5921610
København;Bredgade 76;Bredgade 76;1951;1854;Historicism;Forhus nr. 76 med sidehus (1854-55) og dertil stødende baghus (1755-57). Fredet 1951.*;Bredgade 76, København, Danmark;55,6873110;12,5929460
København;Brønshøjvej 29;Brønshøj Vandtårn;2000;1928;Historicism;Brønshøj Vandtårn (1928 af Ib Lunding). Fredet 2000.;Brønshøjvej 29, København, Danmark;55,7003070;12,4983400
København;Classensgade 52-68;Ved Classens Have;2001;1924;Historicism;"Etagebeboelseskomplekset """"Ved Classens Have"""" med tilhørende køkkengårde, garageanlæg og havemur med låge, opført 1924-25 af Carl Petersen, Povl Baumann, Ole Falkentorp m.fl."" Fredet 2001.*";Classensgade 52-68, København, Danmark;55,6963686;12,5801754
København;Dampfærgevej 2, 4 og Amerikakaj 5;Frihavnens Elektriske Centralstation (tidl.);1996;1894;Historicism;Dampfærgevej 2: Elektricitetsværket (1894-95 af Vilhelm Dahlerup) med tilføjelser (1899), Damfærgevej 4: Værkstedsbygning (1913 af Henning Jørgensen) og Amerikakaj 5: Kedelhuset med tilhørende skorsten (1899 af Fr.L. Levy). Fredet 1996.*;Dampfærgevej 2, 4 og Amerikakaj 5, København, Danmark;;
København;Dantes Plads 7;Ny Carlsberg Glyptotek;1982;1897;Historicism;Ny Carlsberg Glyptoteks museumsbygning (1897-1906 af Vilhelm Dahlerup og 1921-25 af Hack Kampmann) og indre gårdspladser samt forpladsen mod Dantes Plads og haveanlæggene mod Tietgensgade, Ved Glyptoteket og Niels Brocksgade. Fredet 1982.*;Dantes Plads 7, København, Danmark;55,6729390;12,5725800
København;Dronningens Tværgade 23-35 og Borgergade 15;Dronningegården;1995;1943;Historicism;Det vinkelformede etageboligbyggeri samt pladsen afgrænset af bebyggelsen Dronningens Tværgade og Adelgade (1943-44 af Kay Fisker, C.F. Møller og Eske Kristensen). Fredet 1995.*;Dronningens Tværgade 23-35 og Borgergade 15, København, Danmark;;
København;Dronningens Tværgade 37-43;Christiansgården, del af Dronningegården;1995;1943;Historicism;Det vinkelformede etageboligbyggeri samt pladsen afgrænset af bebyggelsen Dronningens Tværgade og Adelgade (1943 af Kay Fisker, C.F. Møller og Eske Kristensen). Fredet 1995.*;Dronningens Tværgade 37-43, København, Danmark;55,6833231;12,5881613
København;Dronningens Tværgade 4;Palæ-garagerne;1994;1933;Historicism;Palæ Garager. Garageanlægget samt overdækningen af tankstationen ved anlæggets udkørsel (1933 af Oscar Gundlach-Pedersen og Højgaard & Schultz). Fredet 1994.*;Dronningens Tværgade 4, København, Danmark;55,6833750;12,5884420
København;Dyrkøb 7;Dyrkøb 7;1945;1870;Historicism;Forhus med sidehus (ca. 1870). Fredet 1945.;Dyrkøb 7, København, Danmark;55,6789500;12,5725670
København;Ehlersvej 17;Ehlersvej 17;2001;1930;Historicism;Villaen med tilhørende garage og trappe samt mure med port (1930-31 af Frits Schlegel). Fredet 2001.*;Ehlersvej 17, København, Danmark;55,7281200;12,5716570
København;Esplanaden 15-17;Esplanaden 15-17;1979;1856;Historicism;Den treetages bygning med tilbygget beværterpavillon (1856 af G.F. Hetsch). Fredet 1979.*;Esplanaden 15-17, København, Danmark;55,6874075;12,5911962
København;Ewaldsgade 5;Ewaldsgade 5;1978;1853;Historicism;Villaen (1853 af N.S. Nebelong). Fredet 1978.*;Ewaldsgade 5, København, Danmark;55,6830350;12,5579470
København;Ewaldsgade 9 (tidl;Ewaldsgade 7-9);1978;1858;Historicism;Ewaldsgade 9. Villaen (1858 af J.D. Herholdt). Fredet 1978.*;Ewaldsgade 9 (tidl, København, Danmark;;
København;Fabriksområdet 111 A;Multihuset, Laboratoriets Hovedmagasin, Christiania;2008;1871;Historicism;Landetatens Laboratoriums hovedmagasin, ”Multihuset”, (1871 af ingeniørkaptajn Petersen). Fredet 2008.*;Fabriksområdet 111 A, København, Danmark;55,6739990;12,6030280
København;Fiolstræde 24;Fiolstræde 24;1945;1857;Historicism;Forhuset (1857 af Jacob Beierholm Wenzel). Fredet 1945. *;Fiolstræde 24, København, Danmark;55,6812910;12,5727970
København;Folke Bernadottes Allé 45;Toldvagten;1988;1894;Historicism;Hovedbygningen (1894 af Erik Schiødte), sidelængen (1918 af J.C.M. Agerskov) og den treetages tilbygning (1932 af John Dich) samt de omgivende perroner med støbejernssøjler. Fredet 1988.*;Folke Bernadottes Allé 45, København, Danmark;55,6950870;12,5933580
København;Folmer Bendtsens Plads 17/ Nørrebrogade 253, tidl;Lundtoftegade 147;1992;1929;Historicism;Nørrebro Station. Stationsbygningen (1929-30 af K.T. Seest). Fredet 1992.;Folmer Bendtsens Plads 17/ Nørrebrogade 253, tidl, København, Danmark;;
København;Fredericiagade 12;Fredericiagade 12;1987;1853;Historicism;Forhus med side- og baghus (1853). Fredet 1987.*;Fredericiagade 12, København, Danmark;55,6854190;12,5923230
København;Fredericiagade 14-14 A;Fredericiagade 14-14 A;1987;1854;Historicism;Forhus med side- og baghus (1854). Fredet 1987.*;Fredericiagade 14-14 A, København, Danmark;55,6855071;12,5916138
København;Fredericiagade 4;Fredericiagade 4;1988;1854;Historicism;Forhus i syv fag (1854). Fredet 1988.*;Fredericiagade 4, København, Danmark;55,6851650;12,5932590
København;Fredericiagade 8;Fredericiagade 8;1988;1852;Historicism;Forhus i syv fag (1852). Fredet 1988.*;Fredericiagade 8, København, Danmark;55,6852930;12,5927880
København;Frederiksgade 1 og Store Kongensgade 86-88;Frederiksgade 1 og Store Kongensgade 86-88;1984;1880;Historicism;Den firefløjede bebyggelse og støbejernsgitrene ved trappen i sydgavlen og omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 1 og Store Kongensgade 86-88, København, Danmark;;
København;Frederiksgade 10;Frederiksgade 10;1984;1880;Historicism;Forhuset med de to udbygninger mod syd samt støbejernsgitrene omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 10, København, Danmark;55,6845720;12,5892630
København;Frederiksgade 11;Frederiksgade 11;1984;1880;Historicism;Forhuset, de to sidehuse, baghuset samt støbejernsgitret omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 11, København, Danmark;55,6852520;12,5902630
København;Frederiksgade 12-14 og Bredgade 47-49;Frederiksgade 12-14 og Bredgade 47-49;1984;1880;Historicism;Den samlede forhusbebyggelse mod Bredgade og Frederiksgade, de to udbygninger mod syd, muren med støbejernsport, gården mod Frederiksgade samt støbejernsgitrene omkring forhaverne (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 12-14 og Bredgade 47-49, København, Danmark;;
København;Frederiksgade 5;Frederiksgade 5;1984;1880;Historicism;Forhuset og støbejernsgitret omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 5, København, Danmark;55,6854580;12,5894730
København;Frederiksgade 6;Frederiksgade 6;1984;1880;Historicism;Forhuset, de to sidehuse og støbejernsgitret omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 6, København, Danmark;55,6847380;12,5886900
København;Frederiksgade 7;Frederiksgade 7;1984;1880;Historicism;Forhuset, sidehuset og baghuset samt støbejernsgitrene omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 7, København, Danmark;55,6854170;12,5897540
København;Frederiksgade 8;Frederiksgade 8;1984;1880;Historicism;Forhuset, de to sidehuse samt støbejernsgitret omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 8, København, Danmark;55,6846520;12,5890070
København;Frederiksgade 9;Frederiksgade 9;1984;1880;Historicism;Forhuset, de to sidehuse, baghuset samt støbejernsgitrene omkring forhaven (1880'erne af Ferdinand Meldahl). Fredet 1984.*;Frederiksgade 9, København, Danmark;55,6853400;12,5900250
København;Frederiksholms Kanal 16;Frederiksholms Kanal 16;1959;1851;Historicism;Forhuset (1851-52 af H.C. Stilling). Fredet 1959.;Frederiksholms Kanal 16, København, Danmark;55,6744760;12,5766640
København;Frederiksholms Kanal 18;Frederiksholms Kanal 18;1959;1851;Historicism;Forhuset (1851-52 af H.C. Stilling) samt det med dette sammenbyggede sidehus. Fredet 1959. Udvidet 1992.*;Frederiksholms Kanal 18, København, Danmark;55,6743470;12,5768060
København;Fælledvej 4;Fælledvej 4;1981;1921;Historicism;Det trefags baghus (1921 af H.P.N. Hedemann med indvendige dekorationer af Robert Storm Petersen (Storm P.). Fredet 1981.*;Fælledvej 4, København, Danmark;55,6884510;12,5599090
København;Gammel Carlsberg Vej og Solbakken (mellem);Carlsbergviadukten;1999;1899;Historicism;Brokonstruktionen af stål samt de fem piller, som konstruktionen hviler på (1899 af DSB ved ingeniør Kristen Møller). F. 1999.;Gammel Carlsberg Vej og Solbakken (mellem), København, Danmark;;
København;Gammel Vartovvej 22;Gammel Vartovvej 22;1995;1920;Historicism;Villaen (1920 af Aage Rafn, udvidet 1933 af Ole Jacobsen) med vindfang samt garagebygning (1949) og udhus. Fredet 1995.;Gammel Vartovvej 22, København, Danmark;;
København;Gammeltorv 6;Stellings Hus;1991;1937;Historicism;Hjørnehuset (1937 af Arne Jacobsen). Fredet 1991.*;Gammeltorv 6, København, Danmark;55,6784140;12,5725160
København;Gasværksvej 25-27 og Istedgade 31;Skomagersvendebroderskabets Stiftelse;1992;1858;Historicism;Stiftelsesbygningen (1858-59 af Carl Rasmussen). Fredet 1992.;Gasværksvej 25-27 og Istedgade 31, København, Danmark;;
København;Gothersgade 140;Botanisk Laboratorium;2011;1888;Historicism;Botanisk Laboratorium/Det Samfundsfaglige Fakultetsbibliotek bestående af hovedbygning med tværfløj og mure og piller omkring de to gårde, gitter mod Gothersgade, strækkende sig til afgrænsningen mod Botanisk Have, og mod Farimagsgade til afgrænsningen mod tilbygningen samt indgangspartiet med portpiller og to platantræer, (1888-90, arkitekt Johan Daniel Herholdt). Fredet 2011.;Gothersgade 140, København, Danmark;55,6857620;12,5702020
København;Gothersgade 143;Gothersgade 143;1987;1878;Historicism;Hjørnehuset med sidehus (1878 af Henrik Hagemann). Fredet 1987.*;Gothersgade 143, København, Danmark;55,6851950;12,5706910
København;Gothersgade 160, hj;af Søtorvet;1978;1873;Historicism;Gothersgade 160. Forhuset (1873-76 af Vilhelm Petersen og Ferdinand Vilhelm Jensen) og det toetages, fritliggende baghus. Fredet 1978.*;Gothersgade 160, hj, København, Danmark;;
København;Gråbrødretorv 15;Gråbrødretorv 15;1945;1851;Historicism;Forhuset og det østlige sidehus (ca. 1730, stærkt ombygget og forhøjet med to etager 1851-52), samt det vestlige sidehus (1851-52). Fredet 1945. Udvidet 1982.*;Gråbrødretorv 15, København, Danmark;55,6795040;12,5758130
København;Gråbrødretorv 17, 17 A-B og Valkendorfsgade 32;Gråbrødretorv 17, 17 A-B og Valkendorfsgade 32;1945;1857;Historicism;Forhus mod Gråbrødretorv, forhus mod Valkendorfsgade samt to sidehuse og et pakhus i gården (1857). Fredet 1945.*;Gråbrødretorv 17, 17 A-B og Valkendorfsgade 32, København, Danmark;;
København;Grønnemose Allé;Haveanlægget, Grønnemose Allé;1990;1942;Historicism;Det fælles haveanlæg (1942 af C.Th. Sørensen) beliggende ved kunstnerboligerne Grønnemose Alle 21A-21G, 23-29 og 35-49. Fredet 1990.;Grønnemose Allé, København, Danmark;55,7228484;12,5259131
København;Grønnemose Allé 21 A-G;Atelierhusene;1990;1942;Historicism;De syv grundmurede huse med tilhørende læskure og plankeværker (1942 af Viggo Møller-Jensen). Fredet 1990.*;Grønnemose Allé 21 A-G, København, Danmark;55,7228484;12,5259131
København;Grønnemose Allé 23, 25, 27, 29, 31, 33 og 35;Atelierhusene;1990;1942;Historicism;De syv grundmurede huse med tilhørende læskure og plankeværker (1942 af Viggo Møller-Jensen). Fredet 1990.*;Grønnemose Allé 23, 25, 27, 29, 31, 33 og 35, København, Danmark;;
København;Grønnemose Allé 37, 39, 41, 43, 45, 47 og 49;Atelierhusene;1990;1942;Historicism;De syv grundmurede huse med tilhørende læskure og plankeværker (1942 af Viggo Møller-Jensen). Fredet 1990.*;Grønnemose Allé 37, 39, 41, 43, 45, 47 og 49, København, Danmark;;
København;Grønningen 7-9 og Hammerensgade 8;Champagnehuset;1997;1936;Historicism;Etageejendommen (1936 af Ib Lunding). Fredet 1997. *;Grønningen 7-9 og Hammerensgade 8, København, Danmark;;
København;Gunnar Nu Hansens Plads 11;Boldklubben af 1893's Tennishal;2009;1912;Historicism;Boldklubben af 1893s Tennishal med den korte støttemur og portsøjler på Per Henrik Lings Allé, (1912 af Søren Lemche Jacobsen og ingeniør Edouard Suenson). Fredet 2009.;Gunnar Nu Hansens Plads 11, København, Danmark;55,7047190;12,5736740
København;Gunnar Nu Hansens Plads 5;Idrætshuset;2009;1911;Historicism;”Idrætshuset” (1911-1914 af arkitekt Søren Lemche, ingeniør Eduard Suenson) med stakit, portpiller og porte mod pladsen, samt de seks statuer mod Idrætsparken. F. 2009.;Gunnar Nu Hansens Plads 5, København, Danmark;55,7047730;12,5751640
København;Gyldenløvesgade 24;Søpavillonen;1984;1894;Historicism;Pavillonen og dens umiddelbare omgivelser (1894-95 af Vilhelm Dahlerup). Fredet 1984.*;Gyldenløvesgade 24, København, Danmark;55,6818750;12,5591440
København;H.C;Andersens Boulevard 10;1993;1880;Historicism;Tegneskolen for Kvinder. Forhus og sidehus (1880-81 af Vilhelm Klein). Fredet 1993.*;H.C, København, Danmark;55,6742686;12,5704436
København;H.C;Andersens Boulevard 23 og Vester Voldgade 80-82;1981;1890;Historicism;Københavns Hovedbrandstation. Det trefløjede anlæg (1890-92 af Ludvig Fenger) og Rådhusets kedelbygning (1898-99 af Martin Nyrop). Fredet 1981.;H.C, København, Danmark;55,6742686;12,5704436
København;Halmtorvet 19-27;Den Hvide Kødby;1999;1931;Historicism;Slagteboderne, Fjerkræhallen, Høkerboderne, Kødboderne, forbindelsesbygningen, Flæskehallen, Talgsmelteriet, Maskinhuset, Slagtehallen, Svalehallen, Kølehuset samt de tilhørende arealer mellem bygningerne (1931-34 af stadsarkitekt Poul Holsøe, bistået af Tage Rue, Curt Bie og R.C.C. Hedegaard samt for ingeniørarbejderne, Carl Bruun og P.J. Børge). Kontorbygningen (1940 af arkitekt M.J. Kelde). Fredet 1999;Halmtorvet 19-27, København, Danmark;55,6703247;12,5605018
København;Halmtorvet 9, 11 og 13;Den Brune Kødby;1984;1878;Historicism;Bygningerne ved hovedindgangen fra Halmtorvet, øksnehallen, staldbygningerne på begge sider af kvægtorvet og hallen samt de to småbygninger ved hallens nordfacade (1878-1901 af Hans J. Holm og Ludvig Fenger) samt arealerne mellem disse bygninger. Fredet 1984. (* Bevaringsdeklaration gældende for Halmtorvet 9 G);Halmtorvet 9, 11 og 13, København, Danmark;;
København;Hauser Plads 26;Hauser Plads 26;1945;1853;Historicism;Forhuset (1853-54). Fredet 1945.*;Hauser Plads 26, København, Danmark;55,6831100;12,5756760
København;Hauser Plads 28;Hauser Plads 28;1945;1855;Historicism;Forhuset (1855-57). Fredet 1945.*;Hauser Plads 28, København, Danmark;55,6830930;12,5754470
København;Hausergade 34;Hausergade 34;1950;1857;Historicism;Forhuset (1857, facade 1866). Fredet 1950.*;Hausergade 34, København, Danmark;55,6829140;12,5748050
København;Havnegade 23;Navigationsskole (tidl.);1981;1864;Historicism;Forhuset (1864-65 af Ferdinand Meldahl). Fredet 1981.*;Havnegade 23, København, Danmark;55,6763300;12,5876600
København;Havnegade 29, hj;af Tordenskjoldsgade;1978;1866;Historicism;Levins Gård. Hjørnebygningen (1866 af J.D. Herholdt). Fredet 1978.*;Havnegade 29, hj, København, Danmark;;
København;Havnegade 39;Pakhuset, Havnegade 39;1981;1869;Historicism;Pakhuset med gavl mod Havnegade (1869 af J. Kern). Fredet 1981.*;Havnegade 39, København, Danmark;55,6773550;12,5904560
København;Hedebygade 24, 24 A, 26 og 26 A;Hedebygade 24-24 A og 26-26 A;1997;1886;Historicism;Forhuset og baghuset (1886). Fredet 1997.*;Hedebygade 24, 24 A, 26 og 26 A, København, Danmark;;
København;Hedebygade 28 og 28 A;Hedebygade 28 og 28 A;1997;1884;Historicism;Forhuset og baghuset (1884). Fredet 1997.;Hedebygade 28 og 28 A, København, Danmark;;
København;Hedebygade 30 og 30 A;Hedebygade 30 og 30 A;1997;1884;Historicism;Forhuset og baghuset (1884). Fredet 1997.;Hedebygade 30 og 30 A, København, Danmark;;
København;Hermodsgade 24 og Sigurdsgade 25;Kaffebrænderiet Merkur;1994;1932;Historicism;Kaffebrænderibygning (1932 af Carl Servais). Fredet 1994.*;Hermodsgade 24 og Sigurdsgade 25, København, Danmark;;
